filename,invoice_number,date,hours,unit_price,total_amount,terms,sales_rep,company_name,detailed_work
Invoice-NES01-5514.pdf,NES01-5514,2024-11-13,61,49.0,7686.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5515.pdf,NES01-5515,2024-11-20,82,49.0,10332.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5516.pdf,NES01-5516,2024-12-04,139,49.0,17514.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5517.pdf,NES01-5517,2024-12-10,69,49.0,8694.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5518.pdf,NES01-5518,2024-12-17,103,49.0,12978.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5519.pdf,NES01-5519,2024-12-22,62,49.0,7812.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5520.pdf,NES01-5520,2025-01-09,237,49.0,29862.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5521.pdf,NES01-5521,2025-01-15,0,49.0,14742.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5522.pdf,NES01-5522,2025-01-21,0,49.0,13356.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5523.pdf,NES01-5523,2025-02-03,0,49.0,20790.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5524.pdf,NES01-5524,2025-02-10,0,49.0,11214.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,False
Invoice-NES01-5525.pdf,NES01-5525,2025-02-17,0,49.0,12474.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5526.pdf,NES01-5526,2025-02-24,0,49.0,10080.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5527.pdf,NES01-5527,2025-03-03,0,49.0,15246.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,False
Invoice-NES01-5528.pdf,NES01-5528,2025-03-11,0,49.0,5544.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5529.pdf,NES01-5529,2025-03-18,0,49.0,16254.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5530.pdf,NES01-5530,2025-03-24,0,49.0,13104.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5531.pdf,NES01-5531,2025-03-31,0,49.0,11088.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5532.pdf,NES01-5532,2025-04-08,0,49.0,19782.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5533.pdf,NES01-5533,2025-04-16,0,49.0,20916.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5534.pdf,NES01-5534,2025-04-22,0,49.0,10710.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5535.pdf,NES01-5535,2025-04-30,0,49.0,14994.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5536.pdf,NES01-5536,2025-05-06,0,49.0,9954.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5537.eml[1].pdf,,,0,0.0,0.0,,,,False
Invoice-NES01-5537.pdf,NES01-5537,2025-05-13,0,49.0,14868.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5538.pdf,NES01-5538,2025-05-20,0,49.0,10458.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5539.pdf,NES01-5539,2025-05-27,0,49.0,12474.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
Invoice-NES01-5540.pdf,NES01-5540,2025-06-03,0,49.0,13482.0,D,"Ship Via

Terms

Date Due",W3Evolutions Systems LLC,True
